activity_id,student_id,course_id,video_watched_min,quiz_score,assignment_score,timestamp
A029876,S008111,C037877,203,31,14,2024-12-16
A029877,S011996,C037243,209,34,94,2024-06-21
A029878,S028566,C029925,274,79,66,2024-12-29
A029879,S009990,C046002,161,25,81,2024-11-14
A029880,S037426,C034723,191,32,82,2024-03-25
A029881,S009933,C030121,257,23,30,2024-12-23
A029882,S015896,C001266,47,99,79,2024-11-27
A029883,S036376,C006063,101,35,20,2024-01-19
A029884,S044111,C029450,36,81,76,2024-12-02
A029885,S049438,C018709,194,31,76,2024-12-06
A029886,S000776,C049722,121,2,88,2023-10-24
A029887,S048189,C041409,187,72,41,2024-10-08
A029888,S048189,C002311,12,79,78,2024-12-28
A029889,S036888,C045763,260,52,51,2023-08-25
A029890,S029774,C047928,278,10,19,2024-03-01
A029891,S047285,C001861,281,17,40,2024-10-27
A029892,S008689,C017603,211,40,38,2024-12-13
A029893,S035593,C042736,279,85,99,2024-12-05
A029894,S008019,C045845,45,53,5,2024-07-30
A029895,S036060,C048251,285,38,36,2024-10-01
A029896,S013990,C035714,204,76,46,2024-12-26
A029897,S025071,C017589,255,88,11,2024-10-15
A029898,S046076,C047230,167,4,21,2024-10-05
A029899,S029355,C014063,236,54,75,2024-12-08
A029900,S046537,C029935,91,31,80,2024-12-23
A029901,S034846,C045427,185,47,37,2024-12-29
A029902,S018279,C048952,232,7,96,2024-12-06
A029903,S022575,C032064,0,41,54,2024-12-05
A029904,S008518,C040925,255,94,12,2023-10-04
A029905,S007323,C000991,288,10,90,2024-12-30
A029906,S047326,C039917,271,81,94,2024-11-24
A029907,S027612,C012427,272,16,82,2024-09-17
A029908,S034871,C025489,248,55,65,2023-06-10
A029909,S000427,C011340,177,71,1,2024-11-22
A029910,S019888,C009865,223,21,66,2024-08-19
A029911,S039201,C042234,183,84,78,2024-12-14
A029912,S028406,C011208,216,64,67,2024-12-22
A029913,S002519,C047710,90,79,28,2024-12-26
A029914,S048235,C031683,230,82,98,2024-09-18
A029915,S002041,C033057,64,48,52,2024-09-16
A029916,S033718,C007558,79,21,69,2024-12-30
A029917,S026615,C024477,299,48,46,2024-11-10
A029918,S001098,C010866,210,55,10,2024-11-24
A029919,S041235,C025621,107,79,28,2024-10-15
A029920,S044421,C037432,183,40,73,2024-10-10
A029921,S006753,C004333,157,21,81,2024-10-31
A029922,S022698,C047519,129,61,40,2024-12-25
A029923,S040031,C015799,238,85,75,2024-10-28
A029924,S002331,C000489,56,99,14,2024-09-22
A029925,S015866,C003532,268,83,21,2024-06-17
A029926,S036497,C026146,99,72,52,2024-12-24
A029927,S022744,C020701,255,24,35,2024-11-24
A029928,S018461,C030535,124,68,16,2023-12-05
A029929,S037661,C026844,228,95,98,2024-02-27
A029930,S037005,C026698,169,43,42,2024-11-10
A029931,S010924,C023247,191,22,61,2024-12-17
A029932,S017029,C012049,114,26,34,2024-11-07
A029933,S021365,C042948,26,61,84,2024-12-30
A029934,S017006,C013147,50,57,82,2024-12-25
A029935,S020589,C042142,272,15,9,2024-12-09
A029936,S018143,C032578,237,17,25,2024-12-15
A029937,S006249,C008757,75,85,55,2024-11-30
A029938,S008594,C035792,277,82,13,2024-06-20
A029939,S011263,C043762,160,77,8,2024-05-16
A029940,S031298,C016890,231,79,14,2024-12-30
A029941,S027085,C019985,34,17,14,2024-10-16
A029942,S034929,C048855,129,86,72,2024-10-01
A029943,S013879,C036234,158,55,6,2024-06-05
A029944,S048730,C045884,105,7,30,2024-12-30
A029945,S014435,C000326,62,54,87,2024-12-08
A029946,S017061,C013497,275,76,20,2024-12-27
A029947,S030241,C022473,56,66,69,2024-08-17
A029948,S012646,C004766,228,74,17,2024-11-22
A029949,S021742,C028209,147,46,80,2024-11-03
A029950,S035520,C017341,149,30,13,2024-10-26
A029951,S018962,C011395,115,15,54,2024-12-06
A029952,S015399,C003946,191,76,60,2024-12-23
A029953,S020462,C021012,122,89,43,2024-12-24
A029954,S035068,C026534,42,34,43,2024-11-20
A029955,S034939,C019404,283,67,83,2024-12-25
A029956,S006883,C034840,191,45,97,2024-09-26
A029957,S040653,C045949,147,56,17,2023-10-25
A029958,S009245,C011216,190,91,25,2024-09-15
A029959,S007985,C012164,117,91,58,2024-11-20
A029960,S049538,C021809,228,5,78,2024-09-16
A029961,S035947,C032955,280,58,28,2024-12-04
A029962,S043538,C048060,64,31,83,2024-12-18
A029963,S040656,C009535,289,33,25,2024-06-16
A029964,S006607,C046641,14,90,77,2024-12-05
A029965,S045516,C029186,5,27,49,2024-10-21
A029966,S007043,C036085,253,73,7,2024-10-18
A029967,S014122,C038554,116,68,99,2024-05-14
A029968,S015289,C014276,77,99,9,2024-12-30
A029969,S013165,C033987,86,36,64,2024-12-19
A029970,S004286,C043895,233,65,42,2024-12-21
A029971,S017563,C008220,217,36,0,2024-09-01
A029972,S011569,C020125,41,11,2,2024-11-26
A029973,S030011,C013332,294,52,8,2024-12-26
A029974,S046367,C046420,60,75,23,2024-09-20
A029975,S045585,C006837,33,42,67,2024-12-18
A029976,S010953,C041300,168,15,49,2024-12-24
A029977,S029878,C015712,264,51,46,2024-12-30
A029978,S036562,C001638,85,66,100,2024-06-19
A029979,S034588,C041236,56,80,14,2024-11-28
A029980,S027816,C019116,246,87,67,2024-12-27
A029981,S043545,C021607,178,49,87,2024-06-19
A029982,S045187,C046919,86,90,19,2024-12-06
A029983,S005212,C045455,60,51,82,2024-12-27
A029984,S038450,C013144,83,6,22,2023-12-01
A029985,S046612,C044857,138,71,83,2024-09-21
A029986,S044025,C026472,161,11,86,2023-08-18
A029987,S034090,C043061,155,52,41,2024-10-08
A029988,S018652,C008400,216,50,29,2024-12-26
A029989,S031461,C035239,60,65,23,2024-11-02
A029990,S046683,C037244,253,72,3,2024-11-21
A029991,S038487,C009297,232,27,11,2024-11-27
A029992,S007995,C032916,128,1,74,2024-12-09
A029993,S047456,C040844,72,35,37,2024-12-14
A029994,S046559,C026089,197,37,13,2024-12-24
A029995,S030991,C046212,32,68,8,2024-11-21
A029996,S031741,C012239,268,93,23,2024-04-20
A029997,S042155,C046301,126,87,77,2024-12-30
A029998,S006826,C029695,236,97,37,2024-11-13
A029999,S048070,C001624,142,43,81,2024-10-19
A030000,S046932,C042172,161,68,11,2024-08-11
A030001,S006715,C031459,226,85,76,2024-08-17
A030002,S029151,C012818,243,75,34,2024-12-28
A030003,S018441,C029124,120,76,91,2024-10-05
A030004,S002256,C022970,41,49,78,2024-11-22
A030005,S007372,C008823,1,7,87,2024-12-20
A030006,S018156,C024999,35,79,66,2024-12-29
A030007,S003823,C019701,2,27,49,2024-05-28
A030008,S018426,C025198,56,35,80,2024-12-09
A030009,S016314,C042780,234,16,1,2024-12-07
A030010,S032467,C013890,35,11,24,2024-12-10
A030011,S017696,C039468,118,88,23,2024-07-21
A030012,S016639,C043585,197,13,49,2022-12-13
A030013,S010173,C021506,179,88,69,2024-12-21
A030014,S023400,C015596,113,15,57,2024-12-30
A030015,S011311,C038365,297,46,4,2024-11-19
A030016,S038310,C023740,188,64,16,2024-12-27
A030017,S035157,C008343,94,67,75,2024-12-25
A030018,S012142,C049199,80,59,74,2024-12-29
A030019,S013719,C049304,249,48,66,2024-12-12
A030020,S043503,C037799,39,66,98,2024-06-19
A030021,S030936,C025115,184,25,79,2024-12-23
A030022,S021799,C035237,138,32,84,2024-12-15
A030023,S044521,C039254,162,3,19,2024-08-06
A030024,S002405,C041191,27,26,64,2024-12-15
A030025,S048832,C047557,129,0,73,2024-12-08
A030026,S033993,C034093,286,63,33,2024-12-24
A030027,S012007,C009026,81,60,30,2024-08-14
A030028,S049220,C005055,15,51,1,2024-07-24
A030029,S042911,C048241,103,63,50,2024-11-09
A030030,S022385,C014167,233,90,40,2024-05-04
A030031,S028974,C049333,226,68,60,2024-12-26
A030032,S023074,C042949,135,12,64,2024-12-28
A030033,S037984,C033156,32,64,9,2024-12-13
A030034,S039850,C040175,260,77,55,2024-12-25
A030035,S007730,C023973,142,34,82,2024-10-10
A030036,S004929,C045390,83,48,35,2024-10-15
A030037,S012764,C018976,245,21,23,2024-12-29
A030038,S041146,C015169,62,94,51,2024-12-30
A030039,S036318,C009683,287,60,85,2024-12-27
A030040,S048706,C038978,181,65,96,2024-02-06
A030041,S040265,C012965,251,4,75,2024-09-22
A030042,S032617,C049592,209,61,27,2024-06-01
A030043,S005181,C040804,72,52,36,2024-12-25
A030044,S041701,C038998,200,83,96,2024-04-14
A030045,S018703,C038735,158,56,12,2024-11-07
A030046,S007838,C030064,203,76,72,2024-12-28
A030047,S025812,C035334,259,83,48,2024-10-17
A030048,S004902,C024695,51,1,45,2024-12-26
A030049,S023686,C037986,67,64,82,2024-12-20
A030050,S038216,C001260,88,33,84,2023-09-10
A030051,S014301,C028820,113,89,70,2024-11-20
A030052,S015331,C028540,73,35,13,2024-10-07
A030053,S028220,C049684,34,73,52,2023-08-03
A030054,S037268,C027123,52,18,75,2024-07-21
A030055,S039929,C009306,70,94,48,2024-06-20
A030056,S033893,C025341,169,19,60,2024-12-24
A030057,S020555,C016169,242,98,8,2024-10-17
A030058,S039961,C019661,42,65,86,2024-11-06
A030059,S042422,C006615,119,69,1,2024-12-14
A030060,S043411,C014899,82,44,97,2024-11-01
A030061,S018392,C016799,214,13,74,2024-03-01
A030062,S035136,C002319,74,87,83,2024-11-17
A030063,S029683,C023825,45,89,80,2024-12-25
A030064,S039597,C006428,101,75,84,2024-12-26
A030065,S023597,C046031,129,18,87,2024-12-30
A030066,S002319,C027657,45,50,15,2024-11-15
A030067,S045676,C003411,34,81,62,2024-11-09
A030068,S034407,C024376,260,42,74,2024-12-10
A030069,S039314,C049086,78,57,44,2024-11-19
A030070,S015000,C014161,51,4,27,2024-11-08
A030071,S045411,C021186,132,19,57,2023-11-30
A030072,S026232,C040551,106,7,80,2024-12-26
A030073,S011710,C033815,191,96,61,2024-09-28
A030074,S034383,C024574,105,6,89,2024-12-28
A030075,S002163,C014437,25,83,33,2024-05-01
A030076,S007357,C003312,78,25,52,2024-10-02
A030077,S027714,C029405,225,80,33,2024-01-27
A030078,S018181,C045907,89,31,62,2024-12-28
A030079,S003114,C041594,293,67,77,2024-12-26
A030080,S007706,C024103,224,60,40,2024-10-23
A030081,S001118,C032925,244,32,20,2024-11-06
A030082,S019369,C040179,289,61,56,2024-12-29
A030083,S044929,C047495,109,39,39,2024-06-15
A030084,S013431,C027743,151,41,22,2024-12-09
A030085,S035231,C002620,185,59,47,2024-12-30
A030086,S011559,C030457,70,21,56,2024-12-18
A030087,S029517,C048847,59,22,46,2024-12-25
A030088,S018542,C011769,229,71,12,2024-12-19
A030089,S008841,C048655,129,41,36,2024-12-09
A030090,S013619,C048911,178,33,76,2024-10-13
A030091,S010631,C035965,160,65,54,2024-12-30
A030092,S031555,C039910,271,13,18,2024-07-19
A030093,S023313,C036484,140,11,80,2024-03-21
A030094,S023068,C024422,45,51,92,2024-12-28
A030095,S047809,C044918,99,6,69,2024-12-29
A030096,S004675,C032171,33,83,79,2024-06-09
A030097,S041564,C047389,93,60,89,2024-12-30
A030098,S011293,C026572,146,76,76,2024-11-17
A030099,S027416,C035867,235,43,93,2023-11-01
A030100,S015307,C023931,76,72,82,2024-11-21
A030101,S025715,C048266,262,84,10,2024-11-09
A030102,S028625,C047352,64,66,6,2024-12-24
A030103,S044739,C001697,215,10,87,2024-12-01
A030104,S042668,C017135,17,43,68,2024-12-11
A030105,S027818,C029169,200,91,57,2024-12-26
A030106,S023852,C039725,126,34,85,2024-07-02
A030107,S043052,C009417,130,33,18,2024-09-26
A030108,S032224,C022839,202,67,63,2024-12-26
A030109,S037195,C008722,59,48,24,2024-11-07
A030110,S029271,C015312,78,27,34,2024-05-12
A030111,S008210,C028926,79,73,71,2024-12-29
A030112,S025242,C049825,155,94,34,2023-11-14
A030113,S049644,C035401,178,44,32,2024-09-13
A030114,S045302,C033900,96,32,29,2023-12-04
A030115,S025793,C044309,251,23,54,2024-09-18
A030116,S046917,C016011,136,24,9,2024-12-04
A030117,S024336,C017048,3,46,96,2024-12-30
A030118,S014540,C031806,135,62,9,2024-12-01
A030119,S014695,C007648,191,12,71,2024-12-30
A030120,S022896,C013860,89,82,83,2024-12-26
A030121,S012676,C003767,160,78,59,2024-11-17
A030122,S010069,C033196,0,65,71,2024-12-30
A030123,S028351,C007461,34,99,19,2023-12-22
A030124,S003577,C039333,124,69,63,2024-07-15
A030125,S013313,C007149,111,2,86,2024-12-05
A030126,S046010,C040105,205,56,25,2024-06-04
A030127,S015698,C018000,267,52,26,2024-12-25
A030128,S047368,C048713,177,24,17,2024-12-30
A030129,S017413,C030462,192,27,72,2024-12-30
A030130,S023509,C029361,70,15,97,2024-12-19
A030131,S005139,C021276,198,72,55,2024-11-24
A030132,S038855,C028462,86,22,53,2024-12-19
A030133,S047556,C037660,114,82,100,2024-12-04
A030134,S037322,C018104,226,51,46,2024-12-15
A030135,S013771,C011405,265,0,74,2024-12-15
A030136,S006867,C032297,297,7,15,2024-12-17
A030137,S026935,C035555,78,18,86,2024-12-05
A030138,S031458,C043055,275,55,40,2024-12-19
A030139,S007502,C005112,234,8,37,2024-12-12
A030140,S027360,C016491,151,13,71,2024-11-27
A030141,S016013,C040150,266,68,37,2024-04-23
A030142,S038672,C042534,7,64,61,2024-11-10
A030143,S049812,C041600,239,34,84,2024-12-16
A030144,S036394,C022556,121,62,13,2024-12-02
A030145,S028545,C029028,29,7,6,2024-12-05
A030146,S036153,C005417,12,63,94,2024-12-29
A030147,S020339,C043206,125,98,75,2024-12-30
A030148,S037474,C045689,129,53,97,2024-12-30
A030149,S015703,C016077,226,31,67,2024-11-03
A030150,S019091,C039786,30,27,62,2023-04-11
A030151,S045904,C030379,160,65,42,2024-12-29
A030152,S007862,C032213,115,95,9,2024-12-10
A030153,S008679,C037692,261,7,46,2024-08-06
A030154,S022308,C016677,162,20,40,2024-12-10
A030155,S016925,C021092,261,51,78,2024-12-22
A030156,S034996,C045766,52,3,10,2024-12-12
A030157,S016702,C010724,2,85,8,2024-12-15
A030158,S015740,C030120,123,41,10,2024-12-18
A030159,S018551,C004513,9,38,15,2024-12-20
A030160,S030986,C014520,135,37,2,2024-12-25
A030161,S011334,C012368,219,12,57,2024-12-21
A030162,S005386,C004741,204,84,75,2024-12-14
A030163,S012596,C034599,32,91,96,2024-08-31
A030164,S040927,C014349,122,72,99,2024-12-26
A030165,S027779,C007939,195,17,23,2024-05-22
A030166,S021883,C048360,102,75,65,2024-12-12
A030167,S014082,C025328,113,78,24,2024-12-30
A030168,S040962,C040763,15,29,2,2024-08-15
A030169,S002047,C007017,78,50,89,2024-12-28
A030170,S042838,C022325,10,20,5,2024-08-15
A030171,S026367,C040635,278,28,12,2024-12-30
A030172,S030665,C030063,274,95,29,2024-12-22
A030173,S030280,C033020,229,34,26,2024-01-20
A030174,S034983,C030929,255,56,30,2024-11-15
A030175,S038308,C019950,84,18,18,2024-10-24
A030176,S047088,C013093,251,55,10,2024-12-19
A030177,S042780,C027995,199,33,72,2024-10-19
A030178,S001509,C013030,257,92,89,2024-10-06
A030179,S046539,C045909,21,55,14,2024-12-13
A030180,S046354,C027037,159,22,79,2024-07-28
A030181,S034084,C041693,109,51,88,2024-12-20
A030182,S023974,C041953,24,38,3,2024-11-01
A030183,S045351,C014273,104,14,23,2024-12-18
A030184,S004586,C036272,135,29,17,2024-11-08
A030185,S044387,C040549,6,17,88,2024-11-30
A030186,S032840,C026364,109,57,20,2024-08-31
A030187,S028063,C031826,15,56,39,2024-09-26
A030188,S029570,C045950,17,19,61,2023-12-16
A030189,S007354,C025166,26,100,79,2024-12-16
A030190,S007161,C001280,35,17,34,2024-06-01
A030191,S017555,C036901,11,20,70,2024-12-11
A030192,S048435,C033690,47,41,58,2024-09-14
A030193,S000410,C020907,266,87,23,2024-08-06
A030194,S036688,C044729,229,40,86,2024-10-24
A030195,S009636,C041690,93,11,100,2024-12-25
A030196,S018121,C011195,294,48,44,2024-12-20
A030197,S023833,C023900,272,50,66,2024-10-19
A030198,S046617,C001755,97,61,56,2024-01-23
A030199,S004332,C015616,219,8,18,2024-12-30
A030200,S008458,C012393,241,18,3,2024-09-05
A030201,S040466,C009634,25,14,95,2024-08-22
A030202,S026599,C019768,249,100,92,2024-12-29
A030203,S012676,C003767,284,76,59,2024-02-20
A030204,S036089,C040532,13,38,84,2024-10-28
A030205,S005633,C025827,228,19,95,2024-01-19
A030206,S022964,C009185,273,16,93,2024-11-10
A030207,S016025,C035609,9,49,2,2024-12-30
A030208,S031747,C049352,278,51,50,2024-09-04
A030209,S030003,C035457,35,55,70,2024-11-20
A030210,S014765,C042718,16,84,95,2024-06-05
A030211,S031552,C018857,163,8,2,2024-09-09
A030212,S021827,C008383,171,23,37,2024-12-03
A030213,S011296,C049764,216,6,32,2024-11-04
A030214,S011167,C019006,293,13,69,2024-10-19
A030215,S032322,C045246,226,6,58,2024-10-27
A030216,S031853,C042148,116,12,84,2024-12-30
A030217,S006196,C003543,56,83,93,2024-12-28
A030218,S019507,C000742,145,2,21,2024-05-14
A030219,S030082,C043968,244,91,49,2024-12-30
A030220,S048184,C012158,230,80,88,2024-03-22
A030221,S020837,C027216,129,19,42,2024-12-21
A030222,S036070,C035214,266,8,90,2024-12-13
A030223,S017776,C021426,136,4,20,2024-06-24
A030224,S003791,C018985,22,55,5,2024-12-20
A030225,S015422,C026430,68,36,85,2024-12-19
A030226,S010636,C048975,15,52,79,2024-11-17
A030227,S039880,C005728,99,7,58,2024-12-20
A030228,S043963,C038414,165,22,12,2024-11-09
A030229,S027010,C004308,266,79,0,2024-12-04
A030230,S008913,C031563,212,26,80,2024-07-28
A030231,S038084,C021687,243,88,38,2024-11-12
A030232,S028476,C021133,102,62,13,2024-12-05
A030233,S018881,C035831,123,95,98,2024-12-27
A030234,S037645,C012825,275,4,99,2024-12-30
A030235,S001682,C012125,114,39,12,2024-12-16
A030236,S024193,C047212,201,40,43,2024-11-06
A030237,S044619,C042942,150,64,7,2024-12-28
A030238,S027748,C013675,242,89,32,2024-06-06
A030239,S048449,C019770,162,76,0,2024-02-08
A030240,S040623,C020992,276,66,26,2024-12-27
A030241,S035506,C006870,218,44,44,2024-12-17
A030242,S003690,C010182,274,8,50,2024-10-28
A030243,S017640,C049416,13,53,37,2024-12-27
A030244,S026645,C014957,68,4,30,2024-12-29
A030245,S032659,C034884,147,96,88,2024-12-17
A030246,S047973,C012431,38,13,59,2024-11-17
A030247,S047420,C031759,290,82,23,2024-09-13
A030248,S001254,C014763,238,79,33,2024-09-07
A030249,S022945,C048120,45,47,38,2024-12-08
A030250,S030471,C020029,69,33,53,2024-12-02
A030251,S000552,C021495,176,65,82,2024-06-06
A030252,S003520,C029356,39,1,28,2024-11-27
A030253,S000432,C046395,71,71,59,2024-12-15
A030254,S043237,C033430,43,46,34,2024-11-12
A030255,S034444,C013700,16,34,76,2024-11-17
A030256,S020581,C024068,154,37,71,2024-12-24
A030257,S047433,C004980,259,47,68,2024-09-16
A030258,S010635,C015105,76,46,53,2024-12-28
A030259,S007654,C038010,76,28,60,2024-12-26
A030260,S005284,C037236,281,92,61,2024-10-01
A030261,S003520,C040078,258,28,83,2022-10-19
A030262,S038820,C004625,4,76,97,2024-12-23
A030263,S013302,C011669,214,38,7,2024-07-23
A030264,S043985,C042675,225,86,12,2024-12-26
A030265,S011445,C013866,154,1,99,2024-08-28
A030266,S023130,C013060,93,3,24,2023-11-01
A030267,S035178,C041968,174,90,37,2024-09-21
A030268,S002469,C030556,150,68,55,2024-12-29
A030269,S019540,C025089,122,91,46,2024-09-07
A030270,S027428,C012658,235,19,84,2024-10-21
A030271,S014314,C038855,75,62,35,2024-12-14
A030272,S016717,C037689,125,35,67,2024-12-07
A030273,S023342,C041205,169,17,89,2024-11-12
A030274,S033032,C029697,190,19,17,2024-11-07
A030275,S025918,C033729,295,12,100,2024-11-21
A030276,S022182,C022242,70,33,100,2024-12-19
A030277,S032457,C029180,0,30,100,2024-12-22
A030278,S007945,C049477,113,85,69,2024-12-25
A030279,S000718,C029802,19,9,99,2024-11-29
A030280,S037580,C009458,114,44,6,2024-12-07
A030281,S031700,C040090,82,0,38,2024-09-22
A030282,S046519,C035940,277,32,60,2024-12-16
A030283,S045917,C005749,51,94,21,2024-12-17
A030284,S014894,C025561,108,96,61,2024-11-26
A030285,S015230,C039171,241,57,19,2024-12-03
A030286,S035394,C010731,216,93,29,2024-12-13
A030287,S037726,C040967,296,97,56,2024-12-04
A030288,S015606,C024550,64,63,17,2024-11-25
A030289,S000925,C028520,35,75,46,2024-12-09
A030290,S007777,C027369,133,62,26,2024-10-13
A030291,S043896,C047338,274,58,16,2024-12-29
A030292,S045158,C047750,156,92,65,2024-10-02
A030293,S017922,C049760,79,69,83,2024-12-03
A030294,S000185,C010678,56,23,61,2024-08-12
A030295,S022275,C028211,98,38,16,2024-10-22
A030296,S041875,C033294,210,89,96,2024-12-25
A030297,S007118,C022167,269,42,71,2024-10-18
A030298,S032037,C005503,158,94,75,2024-12-10
A030299,S022944,C025279,241,79,64,2024-12-15
A030300,S039207,C022959,112,22,6,2024-10-03
A030301,S005812,C023490,272,55,56,2024-06-29
A030302,S002858,C016916,208,78,45,2024-12-08
A030303,S019198,C018958,207,54,32,2024-11-03
A030304,S042495,C040199,53,72,44,2022-08-22
A030305,S022511,C038149,12,35,91,2024-06-06
A030306,S045547,C045109,134,12,57,2024-10-22
A030307,S036302,C041085,259,39,86,2024-09-13
A030308,S003509,C045282,104,5,33,2024-11-22
A030309,S009710,C019931,167,82,74,2024-09-11
A030310,S008404,C034809,19,84,21,2024-05-05
A030311,S012137,C019522,98,88,88,2024-12-30
A030312,S025396,C019202,72,53,60,2024-07-13
A030313,S039942,C026759,275,41,18,2024-07-05
A030314,S046469,C048278,176,75,15,2024-10-07
A030315,S040514,C037111,213,13,94,2024-11-22
A030316,S006527,C001254,161,56,91,2024-11-19
A030317,S036149,C039161,294,32,31,2024-10-21
A030318,S026647,C004370,100,95,85,2023-10-20
A030319,S014087,C028985,249,58,68,2024-09-01
A030320,S046335,C020991,218,63,54,2024-07-02
A030321,S011500,C044453,155,78,7,2024-06-19
A030322,S017051,C019718,73,16,68,2024-08-31
A030323,S041048,C013311,177,15,10,2024-12-11
A030324,S021384,C042106,3,90,46,2024-12-29
A030325,S041627,C018173,98,49,93,2023-10-22
A030326,S042579,C016066,93,98,65,2024-12-10
A030327,S016256,C001970,184,93,82,2024-12-20
A030328,S001998,C009796,280,29,80,2024-11-04
A030329,S012539,C046218,160,51,41,2024-12-24
A030330,S041369,C015112,17,48,6,2024-06-04
A030331,S024604,C033438,250,87,99,2024-12-16
A030332,S039483,C002828,33,7,8,2024-12-26
A030333,S045237,C039560,136,2,74,2024-12-17
A030334,S038889,C021162,30,3,36,2024-12-13
A030335,S000560,C027981,140,25,84,2024-08-20
A030336,S011145,C017022,119,40,71,2024-10-20
A030337,S015729,C036945,12,64,82,2024-12-16
A030338,S013396,C044932,30,90,24,2023-02-10
A030339,S021751,C037278,251,3,26,2024-12-30
A030340,S010058,C035341,117,87,17,2024-11-09
A030341,S034559,C047500,225,31,7,2024-12-17
A030342,S019114,C025856,47,90,26,2024-12-13
A030343,S010651,C041643,16,88,91,2024-05-01
A030344,S042277,C048776,143,72,33,2024-08-24
A030345,S030083,C032190,282,63,12,2024-04-20
A030346,S029759,C003245,104,26,58,2024-08-17
A030347,S009324,C017037,105,53,76,2024-12-18
A030348,S025325,C009055,274,8,46,2024-11-11
A030349,S033420,C031133,291,89,26,2024-12-19
A030350,S044273,C015321,33,54,37,2024-12-04
A030351,S017087,C049669,64,32,53,2024-10-10
A030352,S027488,C006726,159,37,19,2024-08-26
A030353,S031407,C038957,97,11,72,2024-04-05
A030354,S004697,C006423,113,82,20,2024-12-05
A030355,S036030,C008328,124,4,57,2024-11-14
A030356,S016494,C008064,162,39,73,2024-11-29
A030357,S011964,C035167,265,74,47,2024-12-28
A030358,S031267,C046721,266,52,50,2024-11-29
A030359,S034982,C033894,176,58,75,2024-05-31
A030360,S019925,C010680,251,12,6,2024-12-23
A030361,S028653,C012051,1,28,45,2024-09-10
A030362,S017775,C041538,240,60,33,2024-12-21
A030363,S020060,C034480,61,87,94,2024-04-28
A030364,S039832,C005515,39,69,64,2024-11-07
A030365,S008795,C006935,138,20,13,2024-12-08
A030366,S008856,C040209,198,28,80,2024-11-18
A030367,S039840,C045773,15,82,62,2024-10-04
A030368,S007718,C003356,153,48,5,2022-09-25
A030369,S017739,C007635,133,66,40,2024-05-21
A030370,S010632,C036811,25,25,86,2024-12-06
A030371,S049051,C036380,100,50,92,2023-07-08
A030372,S028762,C037055,71,35,50,2024-12-20
A030373,S021092,C016588,179,46,71,2024-10-22
A030374,S020722,C015606,112,4,31,2024-12-23
A030375,S027380,C025959,107,81,74,2024-03-31
A030376,S023480,C021808,241,61,86,2024-06-01
A030377,S046843,C018560,49,49,36,2024-07-25
A030378,S020926,C045162,286,50,39,2024-03-14
A030379,S029797,C017711,176,39,7,2024-12-01
A030380,S039483,C023155,49,57,71,2024-12-30
A030381,S017694,C042308,275,85,13,2024-09-13
A030382,S013326,C021250,9,55,3,2024-12-26
A030383,S023122,C000682,287,90,24,2024-09-28
A030384,S004403,C044902,115,12,22,2024-12-16
A030385,S042583,C023188,48,62,78,2024-05-18
A030386,S001865,C027420,17,5,16,2024-11-23
A030387,S011296,C049764,162,89,2,2024-11-29
A030388,S004062,C039907,88,45,24,2024-11-26
A030389,S002438,C021486,75,16,87,2024-12-09
A030390,S018874,C042662,207,27,24,2024-09-11
A030391,S008458,C042738,68,20,50,2024-12-08
A030392,S043901,C025530,100,12,74,2024-10-23
A030393,S011845,C007710,135,39,90,2024-12-17
A030394,S017775,C034930,21,0,59,2024-10-05
A030395,S018639,C028913,36,94,85,2024-12-30
A030396,S016628,C003464,49,39,67,2023-11-07
A030397,S015286,C046455,280,60,25,2024-09-17
A030398,S003100,C042463,93,95,47,2024-11-20
A030399,S019856,C009067,60,14,14,2024-12-28
A030400,S011679,C045335,133,7,89,2024-08-20
A030401,S017069,C048365,150,53,37,2024-11-22
A030402,S011219,C023603,54,45,86,2024-11-13
A030403,S029126,C021109,243,67,95,2024-12-13
A030404,S044191,C044102,133,62,44,2024-12-13
A030405,S008552,C037779,80,38,45,2024-12-08
A030406,S004956,C015529,36,0,9,2024-12-25
A030407,S034986,C040420,271,80,45,2024-03-06
A030408,S019895,C019791,41,40,51,2024-06-14
A030409,S007345,C002165,97,7,13,2024-07-29
A030410,S012613,C047463,104,67,43,2024-12-20
A030411,S019982,C010231,138,42,88,2024-11-15
A030412,S030212,C049667,236,52,10,2024-11-25
A030413,S037842,C000962,7,91,81,2024-12-30
A030414,S038078,C018594,291,0,59,2024-12-22
A030415,S039404,C002170,109,79,1,2024-12-29
A030416,S048871,C008853,90,34,28,2024-05-02
A030417,S021374,C013697,93,79,74,2024-11-05
A030418,S001609,C038240,1,70,65,2024-06-15
A030419,S000082,C032968,178,68,69,2023-06-09
A030420,S044121,C017754,131,83,29,2024-12-26
A030421,S012541,C041391,246,30,56,2024-11-12
A030422,S026759,C037796,252,37,3,2024-11-20
A030423,S033327,C018014,22,96,77,2022-07-21
A030424,S002001,C034829,102,86,0,2024-09-22
A030425,S011119,C033291,15,48,14,2024-12-25
A030426,S041004,C000672,204,57,39,2024-04-02
A030427,S049986,C032721,63,47,25,2024-12-17
A030428,S023379,C020987,49,82,23,2024-11-04
A030429,S049518,C043585,21,42,73,2024-08-09
A030430,S042670,C012637,110,14,14,2024-07-29
A030431,S046624,C044802,273,87,80,2024-07-07
A030432,S035392,C017011,188,93,17,2024-12-08
A030433,S033491,C048405,123,64,46,2024-12-06
