enrollment_id,student_id,course_id,enrollment_date,status,progress_percent
E025779,S035558,C047862,2024-04-11,Dropped,55
E025780,S027093,C006379,2022-07-03,Completed,96
E025781,S046056,C019042,2021-05-19,Active,7
E025782,S008886,C030189,2024-12-21,Active,90
E025783,S005289,C047403,2024-12-29,Dropped,41
E025784,S049116,C029470,2024-12-22,Active,52
E025785,S049276,C029214,2024-12-06,Completed,81
E025786,S013373,C016905,2024-10-28,Dropped,55
E025787,S039277,C013956,2024-12-08,Completed,81
E025788,S047964,C039676,2024-12-07,Dropped,52
E025789,S029287,C033119,2024-02-09,Active,19
E025790,S001716,C014335,2024-09-27,Active,60
E025791,S002314,C022166,2024-09-18,Active,17
E025792,S039461,C029366,2024-11-24,Completed,84
E025793,S003444,C014814,2024-12-12,Completed,0
E025794,S026657,C009336,2024-01-19,Completed,26
E025795,S025158,C046550,2024-01-04,Completed,11
E025796,S048505,C044026,2024-07-14,Active,20
E025797,S002759,C000100,2024-12-29,Active,6
E025798,S027605,C017679,2024-12-18,Completed,94
E025799,S025626,C047851,2024-11-15,Completed,79
E025800,S042557,C028568,2024-12-12,Completed,96
E025801,S003376,C005320,2023-11-09,Active,86
E025802,S013448,C018136,2023-04-09,Completed,61
E025803,S025936,C025703,2024-12-03,Completed,7
E025804,S011954,C037135,2024-08-21,Dropped,26
E025805,S010136,C043818,2023-08-10,Dropped,39
E025806,S007053,C024614,2024-11-03,Completed,2
E025807,S020402,C041688,2024-12-23,Dropped,71
E025808,S028809,C025704,2024-11-23,Active,28
E025809,S029201,C042170,2024-12-30,Completed,88
E025810,S020541,C009116,2022-08-30,Dropped,79
E025811,S008485,C018652,2024-11-29,Active,22
E025812,S011901,C047942,2023-02-10,Dropped,86
E025813,S026534,C002507,2024-10-21,Active,22
E025814,S022524,C008789,2024-12-22,Active,41
E025815,S040839,C003969,2024-04-08,Dropped,58
E025816,S027492,C007563,2024-11-26,Dropped,22
E025817,S042229,C024616,2024-10-26,Dropped,79
E025818,S004084,C020831,2024-11-02,Completed,66
E025819,S001328,C022316,2024-04-06,Active,38
E025820,S014575,C009433,2024-12-27,Completed,52
E025821,S034037,C029532,2024-08-16,Completed,56
E025822,S018248,C035226,2024-10-08,Dropped,18
E025823,S010625,C041736,2024-12-24,Completed,95
E025824,S001149,C009240,2024-12-24,Dropped,10
E025825,S042733,C027478,2024-02-05,Completed,15
E025826,S003500,C011166,2023-04-19,Dropped,34
E025827,S010861,C012972,2024-11-22,Completed,37
E025828,S032269,C049583,2024-11-03,Completed,22
E025829,S023291,C023819,2024-12-08,Dropped,49
E025830,S017713,C011781,2024-08-16,Active,28
E025831,S015555,C044458,2024-12-18,Active,43
E025832,S007980,C013990,2024-01-10,Active,66
E025833,S003561,C042772,2024-09-22,Active,91
E025834,S000850,C041686,2024-12-09,Dropped,85
E025835,S013451,C039582,2024-12-26,Active,59
E025836,S027273,C003094,2023-02-20,Dropped,41
E025837,S017588,C030982,2024-12-03,Completed,47
E025838,S014507,C009005,2023-10-13,Dropped,50
E025839,S015070,C047617,2024-10-12,Completed,50
E025840,S014486,C027019,2024-08-13,Completed,17
E025841,S038720,C019318,2024-12-20,Dropped,66
E025842,S002146,C043213,2024-05-20,Dropped,24
E025843,S002149,C021960,2024-08-17,Active,63
E025844,S006338,C034556,2024-09-18,Active,59
E025845,S029340,C030139,2024-06-14,Completed,16
E025846,S029579,C049676,2024-08-29,Completed,17
E025847,S040553,C003596,2024-12-14,Dropped,87
E025848,S032467,C007643,2024-10-21,Active,64
E025849,S000114,C048671,2024-05-13,Completed,35
E025850,S003807,C037706,2024-05-07,Completed,73
E025851,S049255,C029872,2024-12-16,Completed,28
E025852,S040715,C039864,2024-12-01,Completed,18
E025853,S039951,C028415,2024-09-11,Dropped,21
E025854,S025737,C000620,2022-04-25,Completed,29
E025855,S011685,C032437,2024-11-21,Completed,23
E025856,S006847,C009462,2024-12-03,Dropped,34
E025857,S015673,C022183,2024-06-22,Completed,22
E025858,S015130,C048696,2024-10-24,Active,34
E025859,S002755,C004701,2024-02-22,Dropped,35
E025860,S028086,C032294,2024-12-14,Dropped,89
E025861,S038745,C028304,2024-06-27,Completed,22
E025862,S026628,C000637,2022-11-12,Completed,31
E025863,S049283,C029311,2024-09-17,Dropped,53
E025864,S019293,C025391,2023-11-19,Active,82
E025865,S024151,C014035,2024-08-05,Active,50
E025866,S019065,C028444,2024-09-29,Dropped,89
E025867,S011559,C030457,2024-12-10,Dropped,43
E025868,S031733,C034659,2024-12-20,Completed,98
E025869,S022473,C023386,2024-10-15,Completed,22
E025870,S042727,C004892,2024-09-19,Active,41
E025871,S012650,C037933,2024-10-27,Dropped,92
E025872,S038800,C037815,2024-11-24,Completed,57
E025873,S009475,C037045,2024-12-07,Active,7
E025874,S016784,C010746,2024-09-29,Completed,17
E025875,S006242,C010684,2024-10-22,Dropped,48
E025876,S043483,C009554,2024-10-30,Completed,51
E025877,S012330,C022941,2024-12-18,Completed,52
E025878,S011215,C029148,2024-09-12,Completed,15
E025879,S012755,C001168,2024-10-08,Active,96
E025880,S034616,C037130,2023-02-16,Dropped,89
E025881,S021838,C026489,2022-08-12,Active,14
E025882,S027724,C044086,2024-10-09,Dropped,15
E025883,S003463,C013821,2024-03-29,Completed,14
E025884,S003048,C017612,2024-05-06,Dropped,40
E025885,S002654,C007886,2024-12-14,Dropped,57
E025886,S044228,C044673,2024-09-14,Dropped,61
E025887,S046650,C016863,2024-11-19,Active,72
E025888,S022718,C035443,2024-11-15,Active,17
E025889,S045115,C010940,2024-03-27,Completed,8
E025890,S015983,C027351,2024-10-15,Dropped,31
E025891,S002319,C044219,2023-10-19,Completed,36
E025892,S036936,C044745,2024-11-14,Active,68
E025893,S020950,C023928,2024-12-06,Active,90
E025894,S017525,C014649,2024-04-26,Active,26
E025895,S017973,C044600,2024-09-12,Active,10
E025896,S031157,C033373,2024-12-30,Dropped,89
E025897,S048047,C011482,2024-06-26,Completed,71
E025898,S001536,C049808,2024-12-14,Dropped,74
E025899,S008831,C003811,2024-12-29,Dropped,88
E025900,S048616,C018289,2024-12-09,Dropped,23
E025901,S033543,C039893,2024-12-26,Completed,100
E025902,S006443,C030104,2024-08-22,Dropped,4
E025903,S017400,C027260,2024-11-21,Dropped,74
E025904,S004261,C003658,2024-03-02,Dropped,56
E025905,S018864,C042031,2024-07-16,Completed,51
E025906,S012012,C002470,2024-12-24,Active,69
E025907,S001538,C000120,2024-08-26,Completed,17
E025908,S003812,C000985,2024-08-07,Active,78
E025909,S033048,C028821,2024-06-19,Active,6
E025910,S039291,C047344,2024-07-17,Dropped,20
E025911,S000796,C039967,2024-06-08,Active,93
E025912,S003893,C020815,2024-12-12,Completed,28
E025913,S016338,C039412,2024-11-30,Completed,68
E025914,S001102,C020640,2023-10-08,Dropped,19
E025915,S039551,C044022,2024-12-29,Dropped,76
E025916,S003359,C027730,2024-10-26,Completed,66
E025917,S028649,C021952,2024-03-07,Active,70
E025918,S029394,C017012,2024-10-22,Active,100
E025919,S042727,C022226,2024-07-16,Completed,29
E025920,S039205,C018295,2024-12-24,Completed,25
E025921,S019225,C027714,2024-01-07,Active,34
E025922,S032657,C001410,2024-12-08,Completed,18
E025923,S029828,C008020,2022-09-25,Active,35
E025924,S004942,C010097,2024-10-25,Dropped,76
E025925,S011415,C041193,2024-12-05,Completed,97
E025926,S020151,C001571,2024-12-18,Dropped,67
E025927,S000231,C005229,2022-12-26,Completed,59
E025928,S002351,C048429,2024-10-08,Active,74
E025929,S049943,C037723,2024-12-14,Dropped,76
E025930,S027824,C038212,2024-11-22,Active,31
E025931,S035188,C002366,2024-07-14,Active,24
E025932,S012072,C013117,2024-10-24,Dropped,34
E025933,S042303,C026043,2023-10-11,Dropped,72
E025934,S002436,C048681,2022-10-28,Completed,18
E025935,S045141,C016557,2024-12-16,Active,99
E025936,S000145,C006471,2024-11-14,Active,97
E025937,S040496,C017171,2024-06-20,Active,19
E025938,S031616,C034094,2024-07-09,Completed,93
E025939,S009606,C038234,2024-10-20,Active,48
E025940,S047010,C042378,2024-11-27,Completed,90
E025941,S044032,C013927,2024-12-28,Completed,73
E025942,S047481,C037115,2024-02-14,Dropped,57
E025943,S000708,C020572,2024-12-09,Completed,42
E025944,S003185,C032358,2024-12-27,Dropped,50
E025945,S012610,C014123,2024-09-19,Dropped,53
E025946,S014603,C010433,2024-10-11,Active,64
E025947,S016964,C027902,2024-06-15,Active,67
E025948,S027361,C006466,2024-09-01,Dropped,10
E025949,S011651,C030899,2024-12-28,Active,69
E025950,S025427,C026255,2024-12-16,Dropped,53
E025951,S005992,C043957,2024-11-29,Dropped,60
E025952,S013546,C018593,2023-12-08,Completed,52
E025953,S037368,C007629,2024-09-24,Completed,12
E025954,S047359,C035704,2024-10-08,Active,0
E025955,S018360,C014447,2023-07-17,Dropped,62
E025956,S002879,C045326,2024-06-23,Active,78
E025957,S028012,C019307,2024-06-09,Dropped,50
E025958,S037004,C010824,2024-11-12,Dropped,16
E025959,S044672,C024153,2024-04-11,Completed,65
E025960,S014249,C009817,2021-10-23,Completed,64
E025961,S017801,C014788,2024-11-21,Dropped,77
E025962,S014547,C046209,2023-10-22,Completed,36
E025963,S040340,C042393,2024-10-06,Active,13
E025964,S001687,C037520,2024-01-20,Active,1
E025965,S020406,C005040,2024-09-12,Active,55
E025966,S001137,C031132,2023-03-25,Active,27
E025967,S002663,C033429,2024-04-21,Active,14
E025968,S023502,C008617,2024-10-16,Active,93
E025969,S018582,C027617,2024-07-15,Active,86
E025970,S037408,C003905,2024-04-06,Dropped,46
E025971,S003226,C020418,2023-12-10,Active,95
E025972,S019653,C012234,2024-03-14,Completed,33
E025973,S032792,C025212,2024-04-08,Dropped,8
E025974,S013559,C024663,2024-05-28,Active,84
E025975,S023145,C013813,2024-12-03,Active,43
E025976,S033766,C024707,2024-08-12,Dropped,5
E025977,S017547,C021641,2024-01-13,Active,27
E025978,S000885,C021468,2024-12-27,Dropped,14
E025979,S046006,C005773,2024-12-27,Completed,38
E025980,S028405,C031711,2024-06-12,Active,95
E025981,S037811,C016957,2024-02-29,Active,94
E025982,S022306,C048427,2024-08-14,Completed,62
E025983,S044552,C042535,2023-10-26,Active,59
E025984,S017093,C024616,2024-12-24,Completed,69
E025985,S018450,C044606,2024-01-21,Dropped,93
E025986,S005740,C034218,2024-10-15,Dropped,13
E025987,S013964,C002251,2024-07-10,Completed,56
E025988,S049826,C024464,2024-12-20,Active,4
E025989,S034881,C024258,2023-09-02,Active,5
E025990,S001228,C016798,2024-12-06,Dropped,64
E025991,S011085,C000210,2024-09-08,Dropped,91
E025992,S046154,C037607,2023-01-20,Active,63
E025993,S006331,C045305,2023-06-20,Completed,84
E025994,S035915,C030264,2024-12-18,Dropped,32
E025995,S042785,C034044,2024-04-26,Dropped,69
E025996,S011066,C039973,2024-11-24,Completed,64
E025997,S025152,C034686,2024-03-22,Active,24
E025998,S018679,C032508,2024-12-27,Active,20
E025999,S006366,C031301,2024-12-10,Active,96
E026000,S017209,C043215,2023-02-12,Active,96
E026001,S026596,C021308,2024-12-25,Dropped,38
E026002,S002911,C024902,2024-12-29,Active,57
E026003,S003515,C018650,2024-08-18,Dropped,93
E026004,S033577,C016220,2024-11-06,Active,12
E026005,S018960,C021504,2024-06-05,Dropped,41
E026006,S023803,C006575,2024-01-04,Completed,43
E026007,S014428,C040996,2024-12-24,Completed,73
E026008,S011541,C022328,2024-12-22,Active,88
E026009,S039288,C003632,2023-06-07,Dropped,19
E026010,S010826,C005120,2024-10-13,Active,26
E026011,S046431,C006579,2024-12-11,Completed,55
E026012,S003977,C038964,2024-06-24,Dropped,38
E026013,S041207,C004457,2024-12-29,Dropped,25
E026014,S008194,C001002,2024-07-07,Active,2
E026015,S019583,C032559,2024-05-24,Completed,91
E026016,S019053,C044279,2024-10-15,Completed,85
E026017,S035511,C026964,2024-01-22,Dropped,24
E026018,S016176,C038327,2024-12-30,Dropped,60
E026019,S028406,C044209,2023-09-07,Active,72
E026020,S040128,C031746,2024-09-25,Completed,53
E026021,S035296,C030725,2024-10-17,Completed,13
E026022,S044212,C008048,2023-12-14,Dropped,15
E026023,S007884,C001811,2023-10-29,Dropped,93
E026024,S015664,C047215,2024-12-30,Completed,99
E026025,S030996,C018530,2024-12-19,Active,4
E026026,S012070,C034860,2023-06-27,Completed,3
E026027,S011616,C001789,2024-10-09,Active,42
E026028,S026953,C010424,2023-10-15,Dropped,6
E026029,S008474,C017406,2024-11-03,Completed,19
E026030,S009035,C048373,2024-11-20,Active,75
E026031,S010747,C024870,2024-02-17,Completed,70
E026032,S038857,C018946,2023-10-13,Active,14
E026033,S018813,C015409,2024-06-10,Dropped,69
E026034,S021229,C031799,2024-11-22,Dropped,7
E026035,S027026,C037479,2024-11-08,Dropped,14
E026036,S022101,C035952,2022-07-26,Completed,59
E026037,S039813,C023394,2024-08-23,Dropped,29
E026038,S032879,C019492,2024-10-19,Active,11
E026039,S039624,C022841,2024-01-16,Completed,91
E026040,S035543,C013924,2022-09-29,Completed,66
E026041,S021156,C000067,2024-09-05,Dropped,72
E026042,S043965,C032684,2024-12-05,Completed,17
E026043,S037470,C005513,2024-12-23,Completed,29
E026044,S022874,C046629,2024-11-19,Active,86
E026045,S002283,C001225,2024-10-28,Completed,48
E026046,S030238,C036603,2024-11-03,Completed,65
E026047,S027534,C002202,2024-11-30,Dropped,86
E026048,S047966,C020113,2024-11-05,Dropped,71
E026049,S042820,C019836,2024-10-29,Completed,63
E026050,S000046,C048958,2024-12-27,Dropped,25
E026051,S015879,C047217,2024-09-28,Completed,30
E026052,S002437,C035277,2024-11-19,Active,72
E026053,S008362,C031510,2024-12-29,Completed,60
E026054,S026634,C044359,2024-12-09,Dropped,84
E026055,S044152,C007705,2024-10-20,Completed,91
E026056,S011919,C030511,2024-11-23,Dropped,40
E026057,S006375,C009537,2024-11-20,Active,22
E026058,S027917,C043997,2024-12-23,Dropped,13
E026059,S002649,C015097,2024-12-19,Completed,14
E026060,S034512,C001191,2024-12-20,Active,6
E026061,S006579,C044022,2024-12-14,Dropped,43
E026062,S037060,C034916,2024-12-16,Dropped,77
E026063,S012012,C029681,2024-11-19,Completed,79
E026064,S024884,C017152,2024-09-01,Active,43
E026065,S015032,C014321,2023-09-24,Dropped,91
E026066,S024832,C044189,2024-08-15,Completed,5
E026067,S014740,C045278,2023-06-10,Completed,93
E026068,S012440,C041439,2024-12-20,Completed,1
E026069,S031799,C010668,2024-11-12,Completed,92
E026070,S020581,C024068,2024-11-23,Active,91
E026071,S015296,C009670,2024-07-08,Dropped,90
E026072,S006318,C017758,2024-10-13,Completed,27
E026073,S006618,C043525,2024-11-07,Dropped,57
E026074,S035844,C044691,2024-12-02,Completed,8
E026075,S019628,C028322,2024-11-03,Active,62
E026076,S048661,C018453,2024-11-27,Active,0
E026077,S047352,C037850,2024-11-08,Active,66
E026078,S005947,C036042,2024-12-15,Active,27
E026079,S035528,C005508,2024-06-19,Dropped,61
E026080,S001101,C029290,2023-07-15,Dropped,84
E026081,S044766,C047938,2023-01-11,Active,90
E026082,S042789,C032036,2024-08-23,Completed,5
E026083,S042967,C010673,2024-12-05,Dropped,89
E026084,S030101,C008024,2024-01-10,Active,27
E026085,S041160,C019148,2021-07-14,Dropped,52
E026086,S048685,C040080,2024-12-12,Completed,54
E026087,S033558,C011399,2024-11-03,Active,36
E026088,S000832,C014494,2024-10-10,Completed,78
E026089,S035026,C018319,2024-08-05,Dropped,41
E026090,S005099,C030877,2024-06-01,Dropped,27
E026091,S009271,C003429,2024-12-17,Dropped,100
E026092,S046403,C034761,2024-12-19,Completed,6
E026093,S027061,C001144,2024-08-02,Dropped,42
E026094,S033939,C041194,2024-09-09,Completed,23
E026095,S034864,C033885,2024-02-05,Active,50
E026096,S001485,C031631,2024-10-11,Dropped,92
E026097,S042352,C008115,2024-12-18,Completed,76
E026098,S005974,C037603,2024-12-29,Active,64
E026099,S017785,C002481,2024-12-14,Active,93
E026100,S019238,C019157,2022-09-30,Active,93
E026101,S023174,C004961,2024-10-08,Completed,77
E026102,S048204,C007559,2024-03-29,Completed,71
E026103,S044435,C021951,2024-05-12,Dropped,26
E026104,S039870,C010953,2024-10-27,Active,15
E026105,S031963,C005209,2022-07-20,Active,38
E026106,S004537,C034404,2024-10-04,Dropped,53
E026107,S021289,C037369,2024-05-11,Completed,57
E026108,S036741,C000186,2024-12-29,Dropped,56
E026109,S041563,C033774,2024-07-18,Active,93
E026110,S037290,C014415,2024-09-26,Active,26
E026111,S029494,C028692,2024-06-02,Dropped,78
E026112,S032866,C026034,2024-12-30,Active,58
E026113,S002714,C026713,2024-09-17,Completed,96
E026114,S039200,C011414,2024-05-23,Active,73
E026115,S004913,C013525,2024-11-04,Active,15
E026116,S011764,C033818,2024-06-15,Completed,29
E026117,S002937,C032685,2024-05-29,Active,30
E026118,S019227,C048057,2023-12-16,Active,13
E026119,S004480,C037762,2024-12-30,Completed,42
E026120,S028156,C044158,2024-11-11,Completed,22
E026121,S047252,C045983,2024-09-23,Dropped,0
E026122,S027430,C028083,2024-11-05,Dropped,58
E026123,S006483,C004841,2024-12-08,Dropped,17
E026124,S011557,C042733,2024-12-05,Dropped,7
E026125,S048885,C047115,2024-12-14,Active,64
E026126,S008428,C028743,2024-11-11,Dropped,79
E026127,S043524,C026884,2024-07-07,Dropped,89
E026128,S023957,C017480,2023-06-08,Dropped,13
E026129,S002790,C009823,2023-06-04,Completed,72
E026130,S039867,C027713,2024-07-07,Completed,56
E026131,S019065,C040079,2024-11-03,Active,50
E026132,S002157,C037120,2024-12-05,Active,39
E026133,S030846,C049475,2024-06-20,Dropped,88
E026134,S036750,C048794,2024-10-10,Completed,89
E026135,S041339,C013963,2024-11-30,Dropped,65
E026136,S040261,C042825,2024-09-24,Completed,36
E026137,S005914,C041953,2024-03-14,Dropped,85
E026138,S036864,C007043,2024-12-01,Active,48
E026139,S015157,C034123,2024-10-09,Completed,7
E026140,S029866,C049171,2024-12-28,Completed,36
E026141,S008813,C016372,2022-10-24,Completed,80
E026142,S035471,C009347,2024-05-29,Completed,33
E026143,S018405,C040117,2024-08-14,Dropped,37
E026144,S022945,C048120,2024-11-25,Dropped,58
E026145,S019411,C038285,2024-12-02,Completed,26
E026146,S017154,C048744,2024-08-29,Completed,87
E026147,S012106,C001473,2024-12-06,Dropped,98
E026148,S027685,C040861,2024-07-24,Active,64
E026149,S041086,C023655,2024-11-24,Dropped,4
E026150,S014830,C047707,2024-12-12,Completed,54
E026151,S040030,C020465,2024-08-27,Completed,90
E026152,S004922,C021471,2023-09-29,Active,87
E026153,S009253,C013250,2024-09-17,Active,81
E026154,S006461,C020854,2024-11-13,Completed,44
E026155,S041016,C021192,2024-11-07,Completed,32
E026156,S017385,C039745,2023-11-21,Dropped,79
E026157,S019449,C012582,2024-10-02,Active,89
E026158,S013289,C017232,2023-12-07,Completed,56
E026159,S013377,C016557,2024-03-26,Dropped,64
E026160,S019624,C026547,2024-10-13,Completed,20
E026161,S017908,C027871,2024-12-30,Dropped,84
E026162,S024093,C007363,2022-02-05,Dropped,41
E026163,S027097,C045222,2024-09-21,Dropped,21
E026164,S045491,C020402,2024-07-20,Completed,16
E026165,S039349,C025641,2024-04-28,Active,67
E026166,S044240,C033993,2024-11-10,Active,59
E026167,S027268,C019141,2024-08-23,Dropped,83
E026168,S038641,C034867,2024-04-10,Completed,89
E026169,S014221,C048773,2023-12-03,Completed,1
E026170,S038089,C020642,2024-10-09,Dropped,94
E026171,S032444,C024554,2024-11-21,Completed,43
E026172,S014324,C017728,2023-05-07,Active,81
E026173,S009812,C031237,2024-11-24,Dropped,94
E026174,S036651,C027061,2024-10-04,Active,91
E026175,S010366,C003221,2024-02-25,Completed,47
E026176,S008140,C006505,2024-11-20,Dropped,58
E026177,S028629,C017417,2024-09-26,Active,81
E026178,S023428,C017787,2024-07-22,Active,75
E026179,S047337,C038751,2024-07-17,Completed,56
E026180,S039658,C034295,2024-08-17,Dropped,1
E026181,S012200,C048389,2024-11-22,Dropped,74
E026182,S002771,C044516,2024-11-05,Active,47
E026183,S015680,C017105,2024-12-27,Dropped,35
E026184,S038742,C021867,2024-09-23,Active,95
E026185,S026794,C020263,2024-12-17,Active,31
E026186,S031664,C035269,2024-09-09,Dropped,37
E026187,S026036,C033586,2024-10-07,Completed,1
E026188,S022203,C047062,2024-11-16,Completed,24
E026189,S039104,C022304,2023-12-04,Completed,87
E026190,S036367,C048417,2024-08-10,Dropped,5
E026191,S048761,C043877,2024-09-05,Active,6
E026192,S033285,C041320,2024-07-06,Active,73
E026193,S031467,C046962,2024-06-26,Active,52
E026194,S004157,C038176,2024-09-30,Completed,64
E026195,S035181,C005543,2024-12-17,Active,23
E026196,S046663,C025608,2024-10-18,Active,92
E026197,S027666,C044258,2024-09-05,Active,26
E026198,S021041,C022457,2024-12-06,Active,43
E026199,S042798,C026324,2024-08-10,Dropped,48
E026200,S023820,C048786,2024-12-26,Active,69
E026201,S047234,C002676,2022-11-25,Active,66
E026202,S037788,C012689,2024-07-22,Active,71
E026203,S002178,C015257,2024-10-31,Active,76
E026204,S047515,C048392,2024-09-10,Completed,61
E026205,S043464,C008175,2024-07-17,Completed,0
E026206,S024142,C028895,2024-12-17,Active,21
E026207,S015989,C025142,2024-10-26,Active,74
E026208,S000882,C031231,2022-05-31,Active,99
E026209,S009114,C019690,2024-02-18,Completed,69
E026210,S042265,C022982,2024-10-24,Active,80
E026211,S024831,C007892,2024-08-14,Completed,47
E026212,S023073,C009134,2022-11-05,Dropped,4
E026213,S044349,C049508,2024-02-09,Dropped,81
E026214,S001581,C003613,2024-08-24,Dropped,21
E026215,S036498,C019692,2023-04-28,Active,9
E026216,S003945,C030713,2024-12-01,Completed,12
E026217,S001577,C015145,2022-11-18,Active,60
E026218,S018336,C045462,2024-10-06,Active,36
E026219,S043264,C030987,2024-12-29,Active,93
E026220,S025081,C035551,2024-10-17,Active,49
E026221,S025585,C028461,2024-12-27,Completed,49
E026222,S034873,C025948,2024-10-27,Completed,14
E026223,S026804,C025684,2023-06-23,Active,36
E026224,S043116,C015770,2023-05-26,Completed,43
E026225,S038492,C031152,2024-12-26,Completed,46
E026226,S005039,C017386,2023-07-04,Completed,60
E026227,S001501,C015685,2024-03-28,Completed,61
E026228,S027072,C007583,2024-12-12,Active,28
E026229,S010672,C046590,2023-12-27,Dropped,67
E026230,S015958,C013702,2024-04-15,Dropped,64
E026231,S034563,C002879,2024-11-15,Completed,31
E026232,S024748,C048308,2024-11-28,Dropped,90
E026233,S023775,C020485,2024-10-14,Dropped,66
E026234,S003662,C001969,2024-05-21,Dropped,4
E026235,S038439,C042757,2024-09-05,Completed,65
E026236,S009418,C004105,2024-06-14,Active,11
E026237,S015810,C020619,2023-11-03,Dropped,21
E026238,S019191,C021885,2024-12-18,Completed,41
E026239,S045883,C040784,2024-11-14,Active,49
E026240,S025992,C014114,2024-09-24,Active,56
E026241,S024750,C035892,2023-11-07,Completed,75
E026242,S017056,C033490,2024-12-21,Completed,66
E026243,S009616,C027472,2023-09-09,Dropped,68
E026244,S017185,C043557,2024-12-29,Completed,41
E026245,S028851,C025505,2024-09-15,Completed,91
E026246,S005344,C012913,2024-01-31,Dropped,61
E026247,S003650,C017472,2023-07-11,Dropped,66
E026248,S045396,C005886,2024-04-01,Dropped,88
E026249,S017523,C000269,2024-09-05,Completed,46
E026250,S024313,C027014,2024-11-13,Completed,92
E026251,S030676,C011951,2024-04-17,Dropped,0
E026252,S033350,C036426,2024-12-26,Dropped,0
E026253,S012894,C042258,2023-08-02,Completed,80
E026254,S027115,C015974,2024-02-15,Dropped,96
E026255,S040966,C003704,2024-12-29,Completed,92
E026256,S009466,C021797,2024-12-13,Completed,90
E026257,S048243,C022834,2024-12-20,Completed,2
E026258,S027772,C022489,2024-07-28,Dropped,86
E026259,S017997,C025805,2024-10-13,Active,53
E026260,S022609,C002375,2024-10-26,Active,12
E026261,S046326,C002436,2024-08-12,Completed,58
E026262,S029093,C035770,2024-06-21,Completed,16
E026263,S031175,C001256,2024-12-16,Active,80
E026264,S003862,C008333,2024-12-28,Completed,1
E026265,S026068,C034144,2024-11-27,Active,72
E026266,S024661,C047469,2024-12-10,Completed,15
E026267,S019883,C048567,2024-12-23,Dropped,47
E026268,S043312,C047559,2024-09-06,Dropped,37
E026269,S033406,C006291,2024-12-15,Completed,95
E026270,S033028,C012112,2024-10-06,Completed,17
E026271,S003633,C042648,2024-10-18,Dropped,78
E026272,S039386,C022580,2024-07-24,Active,70
E026273,S033417,C005564,2024-12-26,Completed,79
E026274,S049121,C027023,2024-11-30,Completed,23
E026275,S009628,C017036,2024-12-30,Active,30
E026276,S007848,C012957,2024-09-25,Dropped,54
E026277,S004472,C006903,2024-12-27,Active,67
E026278,S007707,C000788,2024-10-04,Active,1
E026279,S021877,C017521,2024-07-29,Dropped,52
E026280,S014066,C027557,2024-07-20,Active,67
E026281,S025388,C008627,2024-12-09,Dropped,41
E026282,S016419,C044259,2024-09-30,Dropped,79
E026283,S045229,C037663,2024-11-18,Dropped,13
E026284,S027673,C008510,2024-07-22,Active,97
E026285,S048054,C009229,2024-09-16,Completed,99
E026286,S041935,C010248,2024-10-19,Completed,17
E026287,S027384,C044902,2023-11-15,Active,14
E026288,S004929,C045390,2024-05-06,Active,69
E026289,S000500,C027054,2023-12-22,Active,82
E026290,S039805,C044382,2023-05-26,Active,31
E026291,S049249,C046826,2024-12-30,Dropped,15
E026292,S020926,C009768,2024-12-07,Active,20
E026293,S033249,C019837,2024-10-25,Active,90
E026294,S017949,C006091,2024-08-08,Completed,86
E026295,S002440,C001667,2023-12-30,Dropped,4
E026296,S037502,C041411,2024-12-25,Completed,43
E026297,S032425,C048481,2024-11-01,Dropped,0
E026298,S038954,C034207,2024-02-04,Active,62
E026299,S015892,C007868,2024-12-20,Completed,72
E026300,S036877,C015838,2024-10-08,Dropped,49
E026301,S046671,C039270,2023-10-31,Completed,14
E026302,S045146,C007703,2024-11-25,Active,72
E026303,S020291,C027635,2024-12-26,Completed,43
E026304,S046526,C011077,2024-12-15,Dropped,30
E026305,S024630,C006977,2024-12-17,Active,73
E026306,S046903,C015429,2024-12-25,Completed,8
E026307,S002354,C011355,2024-09-27,Dropped,80
E026308,S046754,C005349,2024-11-25,Dropped,29
E026309,S032287,C035790,2024-07-05,Completed,85
E026310,S025016,C041615,2021-08-06,Active,57
E026311,S047198,C015773,2023-05-19,Dropped,39
E026312,S044224,C036579,2024-10-12,Active,90
E026313,S026145,C043482,2024-11-06,Active,4
E026314,S015269,C017067,2024-05-23,Active,29
E026315,S015225,C004827,2024-08-11,Completed,58
E026316,S010903,C028778,2024-11-02,Completed,59
E026317,S013919,C016789,2024-08-08,Active,64
E026318,S034199,C028246,2024-11-12,Active,75
E026319,S039920,C048531,2024-12-28,Completed,54
E026320,S035606,C014307,2024-12-22,Completed,33
E026321,S006428,C031902,2024-10-23,Completed,93
E026322,S022868,C045820,2024-05-22,Active,21
E026323,S017563,C008220,2023-10-18,Active,32
E026324,S031213,C049029,2024-12-24,Completed,89
E026325,S027406,C007181,2022-09-09,Active,99
E026326,S037674,C022007,2024-09-04,Active,39
E026327,S005237,C015134,2024-06-20,Dropped,88
E026328,S046173,C031693,2024-12-03,Active,7
E026329,S044610,C029669,2024-10-07,Completed,49
E026330,S027537,C025770,2023-06-03,Active,64
E026331,S024711,C028902,2024-10-15,Dropped,19
E026332,S030920,C021935,2024-12-21,Active,36
E026333,S026729,C002470,2024-12-16,Completed,33
E026334,S038298,C003950,2024-12-29,Active,82
E026335,S015443,C045406,2024-12-30,Dropped,13
E026336,S011232,C009909,2023-08-07,Active,42
E026337,S045646,C026804,2024-11-10,Completed,16
